image,Result,output 1,flag,username,timestamp
flagged/image/42d428c7ba2fd0a5e433/65.png,flagged/Result/63f263813a61e534cf0c/image.png,"Total coin: 2,720 Won",,,2024-03-27 00:23:54.805591
